wallet_address,label,source
0xc64b62c5122a9f4333e5faf8be095e6189775dca,organic,alchemy
0x550890336f0b5afd85fc355351372253e2491a6e,organic,alchemy
0x60b60df49098f928c95c22d00b98e56701b6dca5,organic,alchemy
0xf32834f14f80c89cb31a82907bf474fda15fce99,organic,alchemy
0x29bc5fb2b177dd3432661ee5c67e7d7008350fcf,organic,alchemy
0xa360ae4bd5935555325eaac2d6df01051c4c3eab,organic,alchemy
0x14e3145b0774e0f0d22eae72513b53c133add670,organic,alchemy
0x5cdea56a4fb7d0c3bc1348c8dc392024cbf70e3a,organic,alchemy
0xfcb76c73d0cb9ad509988e883df00ef0e5d85e0e,organic,alchemy
0x12ea328d76c42cfa4ad373b32ac1749542d2c385,organic,alchemy
0x40b6352039e72260d4d61a5058e0b1d64518e489,organic,alchemy
0x5e79a38034862733788eefdc3ffedb094444c482,organic,alchemy
0x062799b5a2fc009f5d8b48360a05c497d8be8364,organic,alchemy
0x5cb29f86e9fb0f174754ab4522f3168f48c43228,organic,alchemy
